GeoName,Year,In_Mig,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,per_cap_per_inc,per_inc,pop,Tot_emp,Out_Mig,Net_Mig,GeoAbb
New Jersey,2013,135812,853,979,139,6640,1338,2042,2265,923,12460,2989,0,1639,751,71,227,618,589,469,3249,3858,2363,697,108,1068,81,328,951,848,0,103,48078,3102,0,1114,134,861,19547,356,968,22,1187,4302,370,871,4877,801,461,115,0,56048,496464.8,8857821,5132846,202034,-66222,NJ
New Jersey,2014,128302,216,1074,422,5961,1070,2269,1777,965,10532,3884,0,2167,795,12,502,503,894,133,3388,2956,1442,1277,394,179,327,44,226,370,0,652,44690,4386,131,1520,72,430,18958,913,873,0,1684,2885,113,290,4814,645,385,1082,0,58651,520079,8867277,5206784,207845,-79543,NJ
New Jersey,2015,142638,250,1521,243,5447,768,2781,1142,845,9284,3630,0,2438,1693,77,275,205,1933,306,3215,4901,1616,715,273,607,0,214,716,517,0,935,50792,4947,48,1660,235,423,23371,672,2805,72,869,4778,36,204,3124,1152,457,240,206,61136,542298.8,8870312,5303122,226856,-84218,NJ
New Jersey,2016,143509,48,1013,137,8239,1364,3884,1809,736,10399,2985,0,1633,1147,110,560,138,567,483,5168,3458,1445,508,267,1410,479,290,365,112,0,141,48558,3436,263,2166,285,192,23566,129,1520,318,1608,5554,104,360,5341,534,350,330,0,62823,557461.9,8873584,5391330,225837,-82328,NJ
New Jersey,2017,151143,169,898,175,7968,1099,5324,1543,662,9038,3094,321,2517,884,22,1250,312,297,254,4817,2599,1676,894,78,761,54,364,237,115,0,0,57235,3151,171,1828,327,809,22129,597,1288,0,715,6591,269,274,5750,1135,329,1013,110,64964,577407.8,8888147,5448478,224351,-73208,NJ
New Jersey,2018,159474,147,1626,0,9613,1505,2187,1720,1187,13591,1817,255,972,312,163,248,112,353,101,2788,4754,960,353,239,336,0,167,204,946,0,0,64810,6359,288,4034,254,195,24132,223,1242,0,431,6504,19,0,2011,1507,304,505,0,67801,602870.1,8891730,5549186,230962,-71488,NJ
New Jersey,2019,148585,357,806,261,9155,3314,3484,1066,629,12032,1915,73,1854,664,61,480,537,449,916,3772,2726,1657,98,499,296,30,384,717,829,0,127,58664,4294,0,628,122,398,22445,137,412,0,527,4489,540,133,4810,996,494,308,0,70399,625937.9,8891258,5635957,228816,-80231,NJ
New Mexico,2011,61633,410,7444,682,7066,5525,0,0,212,2806,676,355,466,2030,0,1333,87,184,510,2277,252,908,438,556,1183,544,353,2099,114,245,0,1445,522,264,1742,234,916,492,0,145,240,899,13633,303,71,425,924,0,340,283,34998,72820.3,2080707,1064267,60851,782,NM
New Mexico,2012,54205,787,6391,410,4536,4780,280,100,25,4707,192,355,790,660,384,672,159,790,57,505,303,602,284,451,1216,139,194,604,268,252,0,1111,335,41,1178,1076,932,822,0,325,509,338,11955,1382,81,1560,1251,0,321,95,35723,74578.4,2087715,1067211,63374,-9169,NM
New Mexico,2013,55891,63,5551,104,5697,4478,395,238,71,1953,1238,68,985,325,104,878,402,201,52,638,913,517,332,184,1399,49,256,1144,78,513,0,323,1030,11,561,848,1155,491,0,989,737,622,13726,2818,0,1701,1073,198,509,273,35090,73437.9,2092833,1075465,74681,-18790,NM
New Mexico,2014,67087,41,8577,106,4986,4475,307,0,52,3064,87,594,2465,1201,27,490,65,1088,515,982,195,662,577,667,1680,691,1203,1163,436,300,0,1168,636,0,613,3394,1219,942,0,212,145,93,17073,297,245,1057,1584,25,996,692,37196,77747.6,2090236,1083772,69722,-2635,NM
New Mexico,2015,54837,356,3441,42,6721,5395,161,0,0,2150,1120,611,1267,428,181,303,329,218,663,539,483,1159,318,1327,343,278,0,688,112,747,0,1632,540,0,1322,1311,175,473,87,1098,0,660,12101,1452,128,2350,1435,129,120,444,38306,80061.7,2090071,1092255,67534,-12697,NM
New Mexico,2016,63624,732,7350,552,4939,4293,305,308,105,2411,894,382,452,324,105,292,338,469,353,1546,482,1390,811,0,1700,170,0,1319,629,397,0,1638,987,0,869,1022,884,1748,3,585,10,1723,17155,625,0,801,1843,153,332,198,39008,81626.5,2092555,1092500,64539,-915,NM
New Mexico,2017,55276,770,7129,258,6897,3578,0,0,138,1029,413,608,1297,1177,484,134,194,884,0,935,349,495,307,421,611,982,261,1008,77,196,0,886,261,215,579,630,544,412,291,730,100,431,16356,411,0,1694,563,0,274,267,39727,83141.6,2092844,1095372,66448,-11172,NM
New Mexico,2018,59558,1099,3284,352,7524,4877,55,0,30,2196,232,665,482,0,434,378,129,524,257,162,449,851,641,1010,675,303,344,868,538,1021,0,1099,405,205,1090,2159,2009,1086,0,1270,0,776,14250,1199,192,987,2714,204,285,248,41650,87204.6,2093754,1110785,73848,-14290,NM
New Mexico,2019,53646,751,4255,416,5915,5038,598,108,32,1804,1019,318,836,368,4,475,78,365,119,384,259,216,356,83,372,468,0,2303,97,811,0,608,1263,10,209,702,976,791,83,355,85,599,15762,766,102,564,1330,0,142,1451,43268,90846.9,2099634,1130618,69932,-16286,NM
New York,2011,275083,1812,2821,1041,25761,3724,15123,1124,3702,29344,10584,434,6914,2198,928,838,2414,1495,2915,5037,14646,3936,1824,401,1417,391,579,1785,2972,41450,461,0,9336,374,5191,1425,2189,26596,1393,6947,112,2660,9151,773,3882,10800,2986,631,1878,688,51494,1004130.3,19499921,11294064,372614,-97531,NY
New York,2012,264453,1364,4146,247,24623,3596,14595,477,3936,27392,7592,607,8017,3040,955,1437,1753,1083,1345,7321,15073,5191,1059,773,3310,421,78,600,2760,42574,646,0,10544,77,4625,1327,1055,22895,3222,5952,0,1279,11231,622,2764,7939,2614,921,979,396,53982,1056671.2,19574362,11432840,402746,-138293,NY
New York,2013,264242,1648,3642,699,23533,4058,14393,1167,3066,31672,9165,194,8723,1371,831,2093,820,1576,1477,6310,14626,3030,1209,702,2058,0,280,1692,2212,29210,1723,0,10866,119,8574,1379,2020,24243,2810,5743,443,1458,13125,822,2412,11810,2792,725,1412,309,54496,1069556.2,19626488,11619137,397759,-133517,NY
New York,2014,254097,1662,7696,611,22241,2148,14649,1931,3323,22356,6111,704,6736,1011,803,1047,1005,825,1350,8078,15222,3827,1221,1724,2344,394,55,2713,2179,35637,1419,0,12174,210,4766,869,831,21930,1541,4796,19,2957,12941,2259,1933,9743,3532,271,1983,320,56751,1115351.8,19653431,11865518,421914,-167817,NY
New York,2015,256109,850,5993,1054,25510,3101,11684,1231,5619,26192,6462,0,6499,2426,589,1061,1115,1790,1138,7167,16726,4390,1876,1083,2441,292,144,1116,1668,34588,969,0,8543,260,3256,1472,1624,25385,944,4912,267,2562,12082,1451,3118,8333,3942,1083,1781,320,59235,1164400.3,19657321,12099185,445636,-189527,NY
New York,2016,258768,402,4971,755,22626,3463,16339,1069,3042,23515,5180,573,8949,2462,375,479,1688,2095,1596,8332,17877,3551,1309,802,2918,132,181,435,2044,33747,665,0,9471,306,6648,1396,2506,22933,1006,4716,159,3661,9368,1068,3895,10761,4929,1503,2787,83,61391,1205507.2,19636391,12259144,447572,-188804,NY
New York,2017,282463,1849,3826,1209,24982,3104,17340,1203,4401,28145,11328,1088,6879,2657,2050,1381,1216,1416,1611,8499,14775,3088,1973,758,4014,597,98,2273,1997,34953,615,0,12000,449,7863,2015,1658,25006,2654,6044,125,4072,10058,334,2929,10677,5529,402,1269,54,65799,1289263.2,19593849,12389041,451019,-168556,NY
New York,2018,252851,1395,3541,52,25255,4553,14420,1328,2802,24084,7994,491,5977,2007,2352,1262,986,2069,731,7775,13568,3743,1286,447,2335,372,866,1853,2474,36401,647,0,9270,294,5284,1303,1414,19339,1362,4457,431,3144,14708,364,4072,9302,1962,1126,1935,18,68609,1340903.3,19544098,12651360,456218,-203367,NY
New York,2019,252909,851,2185,1130,24332,5754,15040,1655,3325,18976,5938,138,6447,1470,1554,1329,1553,1757,1918,6015,17910,5504,2237,444,1054,194,746,2366,2417,31942,1139,0,9847,247,5629,530,2091,22641,1623,3169,68,5513,13033,1185,3084,12180,2697,530,1450,72,71682,1395147.5,19463131,12873579,437439,-184530,NY
North Carolina,2011,259494,5420,4286,327,15373,3919,1975,954,1135,28044,16192,675,5971,3228,654,4995,1637,2936,824,10485,9053,7530,1294,1273,2638,563,1056,1048,2078,10374,1737,18321,0,189,10187,1390,1175,9450,444,20427,565,6057,6621,961,212,27302,3295,2780,2291,153,36759,355052.3,9658913,5292814,222370,37124,NC
North Carolina,2012,270125,4329,3493,861,13883,4790,4914,2180,1801,26365,16823,334,6378,4532,775,1595,1531,919,1259,9005,3710,6161,1523,2377,2623,244,628,1627,754,11468,1138,19891,0,206,9337,1263,1333,12179,290,25532,351,9230,12638,1189,445,26759,5915,2677,2266,604,38959,379925.3,9751810,5356443,235502,34623,NC
North Carolina,2013,270707,3268,4437,1350,14315,4554,3918,1111,2032,24551,20440,750,6500,1888,1380,1237,3911,1474,615,13538,6177,6438,1969,1661,1207,750,648,2165,1923,7690,1143,22751,0,0,8939,1743,1442,13268,560,22996,0,7249,9617,1084,863,30058,1929,3684,1449,35,38188,376023.9,9846717,5437125,242342,28365,NC
North Carolina,2014,281520,4264,2246,571,16448,5108,4754,812,1724,25532,15696,293,7134,2349,1753,2627,2872,1195,1715,8196,3880,6339,2427,1029,2572,207,1096,1870,1202,12697,930,26255,0,501,11082,685,1311,10594,1356,26379,542,6397,15604,655,564,28250,4435,4987,1710,675,40051,397996,9937295,5568662,246813,34707,NC
North Carolina,2015,307124,3733,5963,707,16985,3634,6709,1676,3401,27771,17676,729,8100,4903,3180,2260,4702,2632,1904,11383,5387,6588,2635,721,3207,576,1631,1854,1195,13233,1958,23594,0,1176,7405,1067,733,12979,838,27321,1730,7575,15245,1278,691,31390,1883,3387,1217,582,41816,419717.4,10037218,5695035,232642,74482,NC
North Carolina,2016,327472,3491,3539,1135,17653,4285,7425,955,1737,32234,24882,1267,8568,4211,480,2245,3409,2562,1324,9671,5116,6818,1782,1509,4563,139,164,2111,1548,11706,462,29702,0,668,9665,2997,1263,13506,897,32088,743,8233,11981,1271,608,35641,4751,3722,2600,145,42787,434789,10161802,5829015,253454,74018,NC
North Carolina,2017,310970,4526,5624,747,22469,4021,5780,1186,2183,33594,16892,97,6013,4392,978,1590,1531,3491,1014,10899,7605,5404,2769,1723,4394,433,259,1758,273,11559,1047,27031,0,571,11359,1260,1778,12542,234,28508,12,8416,14655,623,524,27833,5896,3423,1895,159,44376,455997.1,10275758,5922721,241462,69508,NC
North Carolina,2018,313717,3287,2622,1897,17536,5471,2702,1988,2031,37585,17020,244,6544,3506,1976,1815,3906,2454,1235,8717,5822,5793,3342,3441,2993,331,1052,857,1862,11947,2306,25596,0,177,9431,2034,3066,12058,1535,26091,57,7476,18748,1735,1208,27843,6790,4624,1920,1046,46172,479791.8,10391358,6056769,236428,77289,NC
North Carolina,2019,310692,4697,5319,1976,18023,6089,5840,1595,1700,30032,19017,476,6527,5646,1227,857,4793,1272,526,13408,5389,6302,2447,818,2982,1004,217,1094,867,15297,1270,23571,0,980,9698,1705,1976,13341,1531,27740,185,9970,14226,1125,435,29764,2984,2950,1643,161,47706,500973.8,10501384,6188601,249265,61427,NC
North Dakota,2011,31979,97,1313,249,1356,1229,0,84,0,459,364,1209,571,130,208,75,0,422,50,10,369,328,12244,80,330,1227,218,845,0,183,99,264,900,0,286,59,264,652,0,1,1293,113,1862,429,0,166,404,0,1398,139,47966,32882.2,685526,529779,26531,5448,ND
North Dakota,2012,37983,83,1571,0,999,546,65,0,70,950,98,540,799,55,458,161,22,18,98,232,187,757,15257,72,1490,1776,950,854,0,140,161,331,231,0,6,280,724,114,244,14,1754,746,1414,43,758,403,1604,0,543,365,55338,38859.8,702227,567388,23695,14288,ND
North Dakota,2013,38749,0,1312,0,2051,1463,75,0,116,1109,305,218,270,769,255,0,22,86,0,147,50,513,15790,309,492,1563,289,297,49,124,81,141,45,0,316,204,1058,0,0,48,2940,128,2989,487,117,558,642,0,464,857,53738,38860.6,723149,587398,29713,9036,ND
North Dakota,2014,38321,402,887,192,1243,1018,0,0,19,1547,410,345,309,147,296,640,322,0,0,0,53,1284,13756,331,1364,1868,490,268,46,42,162,915,18,0,843,278,313,1185,0,308,2452,376,1064,330,0,160,1181,68,445,944,56212,41526.2,738736,606989,27541,10780,ND
North Dakota,2015,42383,0,1008,255,2601,984,261,0,0,367,367,205,730,150,2500,84,30,244,0,307,103,1722,13712,238,1187,1214,425,262,240,0,223,1055,376,0,928,459,22,24,18,337,2300,420,3968,168,0,121,1675,199,660,234,53657,40540,755537,597642,31796,10587,ND
North Dakota,2016,29488,193,681,144,1797,500,34,0,0,230,196,513,631,132,149,181,86,249,0,0,62,369,11684,422,563,1307,922,183,385,576,144,133,162,0,174,339,347,28,0,0,2377,177,1378,38,0,251,709,144,556,342,51717,39104,756114,576908,37600,-8112,ND
North Dakota,2017,36871,53,564,48,4051,995,0,167,0,1255,58,858,302,74,652,96,26,214,0,95,135,709,13844,372,0,1071,517,16,0,232,89,247,0,0,33,224,716,1070,0,546,1653,478,1678,247,0,434,1362,0,861,829,52610,39812.9,756755,573075,37179,-308,ND
North Dakota,2018,33419,4,530,464,1040,522,0,0,53,1355,1194,433,467,113,166,306,0,778,0,281,0,411,10670,275,540,2167,13,14,0,170,1285,2105,179,0,139,1631,399,733,0,114,1225,644,1098,321,0,132,683,0,475,290,55643,42291.9,760062,578315,32796,623,ND
North Dakota,2019,36454,0,945,46,404,585,65,0,0,1168,903,60,451,174,652,292,0,144,82,33,113,1015,13506,0,1050,1660,288,270,72,1713,677,445,134,0,13,0,253,19,0,95,2329,175,3075,444,0,302,1759,0,313,730,57108,43614.4,763724,586904,29382,7072,ND
Ohio,2011,189097,1567,6763,1952,9032,2690,1189,263,587,16492,4290,312,7027,11588,1146,657,12744,1872,0,4982,2101,14330,1788,691,2003,101,1176,1851,1992,3936,255,8784,4572,204,0,2333,1326,14292,369,3826,34,6468,11987,691,68,5425,1979,7548,2534,1280,39063,451011.1,11545735,6521658,204760,-15663,OH
Ohio,2012,192986,3705,4929,884,8995,3180,1355,1079,985,16366,8052,412,9510,13534,1039,1166,13227,2214,1189,5026,2189,16336,1122,1017,3026,276,1052,907,189,4703,1361,8732,5498,453,0,858,432,14147,435,2445,47,3542,11760,197,364,3193,2862,7820,974,202,40625,469260.8,11550971,6605931,197002,-4016,OH
Ohio,2013,185063,1318,2793,738,9126,3654,1365,19,295,16042,4389,1359,8352,14000,1163,1247,13311,2020,122,3155,3147,16503,1334,1354,1370,465,383,1030,745,3181,1208,8011,11127,34,0,1459,925,11772,1021,1730,0,5100,5773,1794,393,5206,3099,9890,2390,151,41087,475776.2,11579692,6680769,200134,-15071,OH
Ohio,2014,194932,1189,3348,1467,7793,3917,1251,878,670,14377,4924,234,9076,10968,1414,1060,18410,605,177,3751,1977,13480,1631,994,3277,528,339,1618,1404,3952,987,7759,10004,129,0,871,1538,18580,958,1717,464,6388,8360,982,56,6403,4084,8018,2789,136,42740,496069.1,11606573,6771468,205934,-11002,OH
Ohio,2015,201684,2038,4257,1404,11145,3137,2126,221,1493,12911,5971,0,11733,11837,1418,1182,13849,1273,643,3591,3603,13867,1772,890,3246,285,647,1959,1510,3475,443,11176,6777,329,0,1058,1539,15932,307,2804,80,5162,11553,602,110,8655,2601,9059,1977,37,44386,515871.4,11622315,6862127,212289,-10605,OH
Ohio,2016,194456,3101,2620,873,11777,3265,1340,452,784,15087,3987,31,12463,11578,389,1622,10952,2017,509,2611,2462,13107,2793,605,2206,617,410,2132,1068,4520,551,9518,8822,292,0,2210,1483,14425,667,2487,217,7805,8712,1622,435,5844,3423,8726,1660,179,45204,526177.2,11640060,6931860,211339,-16883,OH
Ohio,2017,198565,2487,3143,683,11286,3209,2478,406,1165,15843,6133,660,9676,10007,1687,2169,15435,823,369,4416,3030,11424,1362,573,2515,439,619,847,692,3252,525,13157,7847,350,0,936,854,15666,177,3714,26,6127,12108,2100,364,5224,2960,7343,2011,248,46804,546006,11665706,6988155,204978,-6413,OH
Ohio,2018,196091,1744,2432,583,8799,2216,2510,996,789,15037,5178,334,9797,14252,2395,803,16598,1463,761,2272,3415,15409,1405,2527,3410,677,1796,1460,28,3585,1148,9067,5818,221,0,35,1737,16881,42,4605,134,5467,8189,1922,314,6695,2032,6260,2778,75,48728,569184,11680892,7065741,206262,-10171,OH
Ohio,2019,204487,1203,3591,1195,12277,3905,3076,205,306,16590,7669,327,7615,12714,1005,1318,17884,538,251,2889,2304,14049,1540,1413,3289,599,691,2525,493,5205,848,8780,4799,1354,0,696,1972,16792,108,3247,722,4196,13564,2629,582,5339,2155,6056,3490,492,50167,586784,11696507,7142330,191206,13281,OH
Oklahoma,2011,107601,591,3770,6894,8233,3273,97,66,191,6056,3514,21,2179,2113,580,4626,1398,1934,271,432,160,1038,497,199,5781,803,1979,705,0,391,403,1858,1322,928,1608,0,917,1116,152,2015,600,1700,31595,587,0,1013,1246,44,942,1763,39033,147889.5,3788824,2158874,79708,27893,OK
Oklahoma,2012,107504,1030,2974,5777,8950,4717,0,380,151,5011,2581,905,1100,1490,1088,7065,1354,2562,167,750,1233,1347,906,1850,5210,798,300,1101,549,1523,1244,1981,1961,308,1148,0,1261,494,0,569,108,2471,25508,2588,197,1749,1574,368,1061,45,41461,158353.9,3819320,2211773,101142,6362,OK
Oklahoma,2013,107056,1024,3203,8702,7959,4354,402,56,60,2998,2855,679,1659,2016,386,6628,1566,2348,187,930,147,1376,870,1950,4330,287,1232,1153,298,102,1408,1655,4120,166,625,0,716,1572,387,1219,367,1385,27391,568,0,2369,1076,589,1125,561,43090,166063.4,3853891,2248291,99501,7555,OK
Oklahoma,2014,109843,993,3729,7333,8180,4190,176,83,216,4894,1731,233,1396,1793,2982,8779,920,1126,55,709,420,778,846,850,6309,67,534,829,91,639,1152,2187,1169,626,1711,0,273,1407,117,779,505,3079,29191,1008,0,985,3102,38,1164,469,45531,176621.9,3879187,2272885,101890,7953,OK
Oklahoma,2015,109921,957,2495,6881,7753,4362,66,666,365,3779,2757,317,3493,905,658,10058,660,2604,304,1186,1052,3298,1015,712,3709,219,977,701,119,917,2070,1922,2083,648,1872,0,275,770,270,945,65,1293,28642,1020,203,1686,1457,641,924,150,44181,172770.1,3910518,2287598,96950,12971,OK
Oklahoma,2016,101287,176,1912,7396,11302,3698,391,185,254,3155,2542,595,3007,1087,1283,6048,1331,1484,82,569,205,1577,528,865,5253,481,145,627,393,424,1011,2051,1909,212,1282,0,635,1405,0,1108,194,1309,28060,783,61,1312,1658,174,829,299,41868,164463.4,3928143,2286701,104879,-3592,OK
Oklahoma,2017,100828,1133,1931,6835,7174,3474,99,0,36,4233,2164,338,1959,1303,1301,8159,1363,2393,48,982,248,257,1083,1539,3209,594,144,801,45,231,1899,1930,1483,98,1143,0,841,611,216,797,27,2337,32430,204,37,921,2018,0,509,251,43769,172169.5,3933602,2290660,95632,5196,OK
Oklahoma,2018,105351,541,3631,8526,8330,4039,0,0,0,5489,1590,216,3201,813,603,5393,214,2107,0,871,701,1395,1167,446,5861,46,965,1106,0,390,1528,1221,819,13,932,0,1595,941,56,803,302,2210,31551,1944,152,1352,1258,0,392,641,45806,180633.6,3943488,2310659,96118,9233,OK
Oklahoma,2019,100125,241,2962,7421,7408,9020,430,0,0,4109,1888,429,2401,2397,551,4371,537,1942,17,672,255,794,638,271,4166,617,973,1018,0,467,3447,1505,2745,92,1163,0,432,881,65,85,880,1143,26383,155,363,2146,2039,216,64,326,47297,187327.5,3960676,2336794,85109,15016,OK
Oregon,2011,123480,758,7911,988,34214,2110,949,251,349,3384,1946,6236,1350,1371,659,1263,71,0,269,453,1423,1652,1413,7,1172,1079,324,7222,427,1322,537,2056,1099,313,949,2034,0,1407,0,370,417,673,4498,3443,176,1179,21862,66,914,914,37812,146432.2,3872672,2201553,105604,17876,OR
Oregon,2012,113911,373,7954,165,31862,4472,381,0,696,1660,1032,5093,1676,1380,834,556,202,227,446,457,760,570,1792,186,403,2192,570,5935,39,385,920,2379,1482,42,1411,725,0,904,177,461,119,802,3347,4793,367,676,21224,593,426,765,39591,154408.5,3900102,2219899,103245,10666,OR
Oregon,2013,137998,704,7611,608,31380,6024,251,321,388,4099,605,7191,1577,845,872,798,663,690,47,412,1577,1283,2457,926,558,2889,1011,2513,0,823,2203,2951,779,1154,482,1323,0,1456,121,666,49,741,8185,3518,115,3264,29782,0,1064,1022,40003,156977.1,3924110,2259714,109527,28471,OR
Oregon,2014,129306,156,9446,570,35334,5446,848,0,271,1319,1142,4995,1514,1099,509,671,91,1054,230,987,1335,980,2717,0,767,1800,414,3385,0,705,2617,2117,1810,947,828,1860,0,1972,161,163,602,371,7480,4149,122,1506,21655,0,1276,1885,42469,168408.8,3965447,2323122,100014,29292,OR
Oregon,2015,136069,654,6349,631,40447,3011,567,502,789,2795,1288,6377,1653,826,1553,582,0,1601,234,878,2295,1644,2035,146,1668,3424,370,2855,1292,164,685,2028,2106,299,1720,800,0,2018,189,1378,72,1190,4761,1649,442,2329,25055,106,1591,1021,45133,181367,4018542,2391112,105607,30462,OR
Oregon,2016,135483,167,4932,921,43804,3625,1127,159,606,3172,906,4576,2245,1052,215,1748,997,769,419,1678,817,993,724,235,1194,2827,644,1631,0,978,2463,2899,2142,402,1421,2185,0,1958,156,531,608,1168,5377,3246,158,2141,24207,140,557,563,46548,190534.2,4093271,2450362,104985,30498,OR
Oregon,2017,144034,179,6938,526,50109,3185,355,85,60,3266,1308,4444,4110,750,549,1298,129,1461,204,1384,822,1642,930,367,1637,1004,368,2802,266,475,1046,2491,955,461,874,1121,0,1138,159,415,576,1115,7049,4103,308,3566,26150,257,1370,227,48719,202051.5,4147294,2516074,107119,36915,OR
Oregon,2018,133581,315,7736,436,43058,3292,157,0,226,3824,1203,5745,2022,854,139,899,942,238,406,327,1425,2412,1693,1070,681,1515,96,5375,0,1143,1440,2842,3570,238,1390,700,0,1107,0,817,354,303,5403,2512,495,1628,21672,185,419,1277,51479,215365.4,4183538,2570026,129187,4394,OR
Oregon,2019,125055,162,6540,425,37927,5730,377,0,135,4218,848,5623,1602,681,802,954,219,765,630,103,1689,1250,1368,10,947,2927,312,3592,0,185,1251,3462,1692,414,852,1350,0,1678,62,568,4,1113,4441,3684,298,1582,21339,0,564,680,53212,224346.4,4216116,2619624,113360,11695,OR
Pennsylvania,2011,233037,1332,2278,582,10672,2491,4150,5177,1401,19299,4627,236,3902,4086,1176,2323,4013,615,608,17751,6284,4406,853,1238,1761,338,582,1057,1326,36133,325,29436,11254,195,13075,283,1594,0,799,3438,142,3742,7006,1246,446,8419,3688,4631,2426,195,44201,563434.9,12747052,7217098,213879,19158,PA
Pennsylvania,2012,213597,1926,3529,573,7772,2574,3311,4814,2921,14631,4337,359,3749,1599,125,967,1233,694,988,17529,5900,2642,1169,55,1171,135,214,1600,1138,33791,1001,32898,6380,166,14319,378,234,0,771,3023,159,1273,6768,1276,1012,11960,1787,6762,1550,434,46011,587521.9,12769123,7284519,235814,-22217,PA
Pennsylvania,2013,223126,720,2189,1971,7269,2039,5411,6338,1601,14195,7412,331,3865,1157,682,713,1402,1226,951,17561,7336,3179,902,329,2151,201,302,595,906,36413,383,33475,7480,464,11615,2085,1503,0,697,3853,188,3335,9631,972,621,9392,2460,3524,1586,515,46400,592972.7,12779538,7350854,245737,-22611,PA
Pennsylvania,2014,229767,1535,1735,549,9151,2615,2670,5611,1636,16230,4692,362,3522,2555,1434,1186,1746,1628,1280,21776,4974,5263,1521,12,1993,847,0,868,550,39423,506,31145,10006,220,10588,897,794,0,1187,3006,403,3269,9027,850,674,11541,2182,4708,1257,143,48418,619387.1,12792392,7434313,250595,-20828,PA
Pennsylvania,2015,231791,1663,2921,765,10249,3115,5967,7615,1487,14676,3600,879,4054,2227,506,998,1855,199,963,17424,5285,3274,1799,1560,972,259,82,1057,1685,41578,658,32857,7228,345,13453,776,1168,0,896,3263,223,1979,7490,2073,785,11249,1056,5173,1731,674,50387,644445.8,12789838,7510351,261643,-29852,PA
Pennsylvania,2016,250652,1978,2076,979,12381,3434,6629,5168,1908,12938,5206,629,5341,1559,936,1154,1487,513,770,19747,8352,2283,1557,399,1363,171,1063,803,1259,40118,675,40208,9251,106,10700,1130,2511,0,1204,1582,162,2746,12497,2014,604,12785,3772,3979,2337,188,51793,662352.9,12788468,7593966,256382,-5730,PA
Pennsylvania,2017,248187,1416,3266,292,10995,2786,3937,8913,3339,17094,5249,442,5047,3667,592,449,2136,1050,1156,19880,6074,3312,1630,1615,936,71,447,1341,1715,39487,760,40272,8950,406,11234,679,1325,0,1055,4570,652,2249,7226,1182,1853,8417,3199,4128,1696,0,53277,681658.5,12794679,7663502,253142,-4955,PA
Pennsylvania,2018,252184,1202,3269,1486,11568,4822,3891,5999,1336,17029,4255,110,3659,2045,365,1065,921,986,916,20660,5651,3138,2019,1287,979,328,328,409,917,43726,1335,43048,7579,446,12317,1576,1451,0,535,3272,455,2566,9760,2041,1002,10010,3059,5485,1725,156,55996,717255.3,12809107,7765629,240141,12043,PA
Pennsylvania,2019,265132,1898,3104,502,13048,1631,4853,6387,1978,19629,7481,183,3996,2276,278,1073,1222,1657,1787,21659,4551,1969,2708,65,1760,15,2007,721,1148,43295,163,46618,7221,697,12752,1975,1004,0,850,4742,507,2564,11490,869,1483,12193,2394,3763,942,24,58046,742924.3,12798883,7873779,256493,8639,PA
Rhode Island,2011,26769,0,214,0,1949,301,2613,0,0,2230,476,107,373,41,82,374,211,121,228,472,7715,178,27,0,109,0,0,0,941,1224,93,2776,259,0,60,0,57,1125,0,223,0,210,207,181,621,485,262,199,2,23,44663,47067,1053829,591692,31007,-4238,RI
Rhode Island,2012,33326,20,93,0,2146,332,4170,0,313,2752,168,0,385,0,0,27,286,24,279,482,11253,230,131,0,210,0,188,25,611,1219,36,3603,478,0,63,0,139,735,0,481,0,120,823,0,53,1008,287,0,135,21,46270,48810.3,1054893,592978,30392,2934,RI
Rhode Island,2013,33865,279,22,0,2272,0,2746,337,0,1731,93,44,323,22,0,0,0,792,418,1395,9091,613,377,387,23,0,491,0,1037,1696,0,3856,740,0,217,0,6,2178,0,486,0,6,569,0,857,603,106,52,0,0,46205,48772.6,1055560,602429,36035,-2170,RI
Rhode Island,2014,32478,347,0,0,1387,91,2180,26,0,1723,1843,0,233,98,80,153,251,488,417,557,10765,296,428,0,60,0,0,44,1007,1404,0,3563,1426,0,176,64,44,1245,0,474,0,72,445,0,93,922,76,0,0,0,48143,50863.3,1056511,613133,37639,-5161,RI
Rhode Island,2015,38233,39,647,0,1879,285,3861,0,6,4363,191,244,265,53,0,169,118,60,422,500,12652,61,58,37,355,0,0,58,690,1380,0,2951,1140,0,274,0,394,1040,0,445,0,908,1164,427,78,356,636,27,0,0,49901,52739.2,1056886,627028,29489,8744,RI
Rhode Island,2016,32783,53,360,91,1484,421,4252,23,177,2778,390,0,621,0,307,0,41,0,209,623,9077,696,141,135,87,84,196,97,923,631,0,2631,812,113,318,58,90,900,0,348,121,581,1079,60,337,714,399,0,325,0,50604,53530.2,1057816,632521,35266,-2483,RI
